Deal Name,Date,Investor,Measure,Amount
ALPHA,2020-04-10,Oak Family,Estimated NAV,5667248.989948
ALPHA,2020-04-10,Jobs Capital,Estimated NAV,4271857.230004
ALPHA,2020-04-10,Jobs Capital,Capital Call,89943.0
ALPHA,2020-04-10,Oak Family,Capital Call,119323.0
ALPHA,2020-04-10,Stowy Family,Estimated NAV,11004010.457804
ALPHA,2020-04-10,Bill and Melinda Foundation,Capital Call,118549.0
ALPHA,2020-04-10,Overwatch LLC,Estimated NAV,12589126.535986
ALPHA,2020-04-10,MSD,Estimated NAV,1089384.795044
ALPHA,2020-04-10,Sapir LLC,Estimated NAV,1695278.585546
ALPHA,2020-04-10,Gates Capital,Estimated NAV,3249793.967238
ALPHA,2020-05-05,MSD,Estimated NAV,1139623.881368
ALPHA,2020-05-05,Gates Capital,Estimated NAV,3296068.0
ALPHA,2020-05-05,Jobs Capital,Estimated NAV,4468862.186488
ALPHA,2020-05-05,MSD,Estimated NAV,1104896.0
ALPHA,2020-05-05,Third Gen Partners,Estimated NAV,986958.0
ALPHA,2020-05-05,Bill and Melinda Foundation,Estimated NAV,5890190.84752
ALPHA,2020-05-05,Gibraltar Investments,Estimated NAV,9942898.245868
ALPHA,2020-05-05,Oak Family,Estimated NAV,5747945.0
ALPHA,2020-05-05,Gates Invest,Estimated NAV,5781350.364468
ALPHA,2020-05-05,Jobs Capital,Estimated NAV,4332684.0
ALPHA,2020-05-05,Overwatch LLC,Estimated NAV,13169698.449292
ALPHA,2020-05-05,Stowy Family,Estimated NAV,11160696.0
ALPHA,2020-05-05,Sapir LLC,Estimated NAV,1773459.635612
ALPHA,2020-05-05,Gates Invest,Estimated NAV,5605177.0
ALPHA,2020-05-05,Sapir LLC,Estimated NAV,1719418.0
ALPHA,2020-05-05,Gates Capital,Estimated NAV,3399664.500036
ALPHA,2020-05-05,Oak Family,Estimated NAV,5928605.135656
ALPHA,2020-05-05,Third Gen Partners,Estimated NAV,1017978.635604
ALPHA,2020-05-05,Overwatch LLC,Estimated NAV,12768381.0
ALPHA,2020-05-05,Gibraltar Investments,Estimated NAV,9639911.0
ALPHA,2020-05-05,Bill and Melinda Foundation,Estimated NAV,5710701.0
ALPHA,2020-05-05,Stowy Family,Estimated NAV,11511481.678088
ALPHA,2020-07-26,Bill and Melinda Foundation,Estimated NAV,5635827.0
ALPHA,2020-07-26,Gates Invest,Estimated NAV,5648045.4807
ALPHA,2020-07-26,Gates Capital,Estimated NAV,3252852.0
ALPHA,2020-07-26,Overwatch LLC,Estimated NAV,12600975.0
ALPHA,2020-07-26,Jobs Capital,Estimated NAV,4365820.3162
ALPHA,2020-07-26,Gibraltar Investments,Estimated NAV,9713637.4657
ALPHA,2020-07-26,Sapir LLC,Estimated NAV,1732567.6613
ALPHA,2020-07-26,Third Gen Partners,Estimated NAV,974018.0
ALPHA,2020-07-26,Stowy Family,Estimated NAV,11246052.9062
ALPHA,2020-07-26,Sapir LLC,Estimated NAV,1696874.0
ALPHA,2020-07-26,Stowy Family,Estimated NAV,11014366.0
ALPHA,2020-07-26,Overwatch LLC,Estimated NAV,12866034.9433
ALPHA,2020-07-26,Third Gen Partners,Estimated NAV,994506.3471
ALPHA,2020-07-26,Gates Invest,Estimated NAV,5531687.0
ALPHA,2020-07-26,MSD,Estimated NAV,1090410.0
ALPHA,2020-07-26,Jobs Capital,Estimated NAV,4275877.0
ALPHA,2020-07-26,Gibraltar Investments,Estimated NAV,9513521.0
ALPHA,2020-07-26,MSD,Estimated NAV,1113346.7282
ALPHA,2020-07-26,Oak Family,Estimated NAV,5791904.8894
ALPHA,2020-07-26,Gates Capital,Estimated NAV,3321275.9139
ALPHA,2020-07-26,Oak Family,Estimated NAV,5672582.0
ALPHA,2020-07-26,Bill and Melinda Foundation,Estimated NAV,5754376.348
ALPHA,2020-09-28,Gates Capital,Estimated NAV,3393993.3372
ALPHA,2020-09-28,Gates Capital,Capital Call,72717.0
ALPHA,2020-09-28,Sapir LLC,Capital Call,37934.0
ALPHA,2020-09-28,Stowy Family,Capital Call,246226.0
ALPHA,2020-09-28,Jobs Capital,Estimated NAV,4461407.4376
ALPHA,2020-09-28,Gates Invest,Capital Call,123661.0
ALPHA,2020-09-28,Third Gen Partners,Capital Call,21774.0
ALPHA,2020-09-28,Jobs Capital,Capital Call,95587.0
ALPHA,2020-09-28,MSD,Estimated NAV,1137722.8136
ALPHA,2020-09-28,Stowy Family,Estimated NAV,11492278.7576
ALPHA,2020-09-28,Gibraltar Investments,Estimated NAV,9926311.9636
ALPHA,2020-09-28,Bill and Melinda Foundation,Estimated NAV,5880365.104
ALPHA,2020-09-28,Oak Family,Estimated NAV,5918715.3112
ALPHA,2020-09-28,Gibraltar Investments,Capital Call,212674.0
ALPHA,2020-09-28,Overwatch LLC,Estimated NAV,13147729.3684
ALPHA,2020-09-28,MSD,Capital Call,24376.0
ALPHA,2020-09-28,Third Gen Partners,Estimated NAV,1016280.4908
ALPHA,2020-09-28,Sapir LLC,Estimated NAV,1770501.2324
ALPHA,2020-09-28,Oak Family,Capital Call,126810.0
ALPHA,2020-09-28,Bill and Melinda Foundation,Capital Call,125989.0
ALPHA,2020-09-28,Overwatch LLC,Capital Call,281695.0
ALPHA,2020-09-28,Gates Invest,Estimated NAV,5771706.1836
ALPHA,2020-10-20,Gates Capital,Estimated NAV,3548544.21657
ALPHA,2020-10-20,Oak Family,Estimated NAV,6188233.41722
ALPHA,2020-10-20,MSD,Estimated NAV,1189530.82966
ALPHA,2020-10-20,Overwatch LLC,Estimated NAV,13464738.0
ALPHA,2020-10-20,Third Gen Partners,Estimated NAV,1040784.0
ALPHA,2020-10-20,Bill and Melinda Foundation,Estimated NAV,6022148.0
ALPHA,2020-10-20,Sapir LLC,Estimated NAV,1813190.0
ALPHA,2020-10-20,Sapir LLC,Estimated NAV,1851123.81919
ALPHA,2020-10-20,Gibraltar Investments,Estimated NAV,10378322.35091
ALPHA,2020-10-20,Gates Invest,Estimated NAV,6034529.99541
ALPHA,2020-10-20,Stowy Family,Estimated NAV,11769372.0
ALPHA,2020-10-20,Oak Family,Estimated NAV,6061423.0
ALPHA,2020-10-20,Third Gen Partners,Estimated NAV,1062558.43773
ALPHA,2020-10-20,Gates Invest,Estimated NAV,5910869.0
ALPHA,2020-10-20,Overwatch LLC,Estimated NAV,13746432.11579
ALPHA,2020-10-20,Stowy Family,Estimated NAV,12015597.93106
ALPHA,2020-10-20,Jobs Capital,Estimated NAV,4664564.71406
ALPHA,2020-10-20,Jobs Capital,Estimated NAV,4568978.0
ALPHA,2020-10-20,Bill and Melinda Foundation,Estimated NAV,6148136.8724
ALPHA,2020-10-20,Gibraltar Investments,Estimated NAV,10165648.0
ALPHA,2020-10-20,MSD,Estimated NAV,1165155.0
ALPHA,2020-10-20,Gates Capital,Estimated NAV,3475827.0
ALPHA,2020-12-15,Jobs Capital,Estimated NAV,4608446.91006
ALPHA,2020-12-15,Gates Capital,Distribution,-42691.0
ALPHA,2020-12-15,Stowy Family,Estimated NAV,11871042.32706
ALPHA,2020-12-15,Bill and Melinda Foundation,Distribution,-73966.0
ALPHA,2020-12-15,Oak Family,Estimated NAV,6113784.86922
ALPHA,2020-12-15,Gates Invest,Distribution,-72599.0
ALPHA,2020-12-15,Stowy Family,Distribution,-144556.0
ALPHA,2020-12-15,Jobs Capital,Distribution,-56118.0
ALPHA,2020-12-15,Third Gen Partners,Distribution,-12783.0
ALPHA,2020-12-15,MSD,Distribution,-14311.0
ALPHA,2020-12-15,Third Gen Partners,Estimated NAV,1049775.15573
ALPHA,2020-12-15,Gates Invest,Estimated NAV,5961930.60141
ALPHA,2020-12-15,Gibraltar Investments,Estimated NAV,10253464.25691
ALPHA,2020-12-15,Sapir LLC,Estimated NAV,1828853.57319
ALPHA,2020-12-15,Gates Capital,Estimated NAV,3505852.87857
ALPHA,2020-12-15,Sapir LLC,Distribution,-22270.0
ALPHA,2020-12-15,Overwatch LLC,Estimated NAV,13581053.42979
ALPHA,2020-12-15,MSD,Estimated NAV,1175219.98566
ALPHA,2020-12-15,Bill and Melinda Foundation,Estimated NAV,6074170.7124
ALPHA,2020-12-15,Oak Family,Distribution,-74449.0
ALPHA,2020-12-15,Gibraltar Investments,Distribution,-124858.0
ALPHA,2020-12-15,Overwatch LLC,Distribution,-165379.0
ALPHA,2021-01-24,Stowy Family,Estimated NAV,12583621.0
ALPHA,2021-01-24,Oak Family,Estimated NAV,6406326.229916
ALPHA,2021-01-24,Third Gen Partners,Estimated NAV,1100006.339694
ALPHA,2021-01-24,Gibraltar Investments,Estimated NAV,10868945.0
ALPHA,2021-01-24,Third Gen Partners,Estimated NAV,1112790.0
ALPHA,2021-01-24,MSD,Estimated NAV,1231453.638148
ALPHA,2021-01-24,Bill and Melinda Foundation,Estimated NAV,6364816.55672
ALPHA,2021-01-24,MSD,Estimated NAV,1245764.0
ALPHA,2021-01-24,Gates Capital,Estimated NAV,3673606.077846
ALPHA,2021-01-24,Sapir LLC,Estimated NAV,1916363.245882
ALPHA,2021-01-24,Gibraltar Investments,Estimated NAV,10744087.078898
ALPHA,2021-01-24,Gates Invest,Estimated NAV,6319805.0
ALPHA,2021-01-24,Oak Family,Estimated NAV,6480775.0
ALPHA,2021-01-24,Stowy Family,Estimated NAV,12439065.401068
ALPHA,2021-01-24,Gates Capital,Estimated NAV,3716297.0
ALPHA,2021-01-24,Jobs Capital,Estimated NAV,4828958.648468
ALPHA,2021-01-24,Sapir LLC,Estimated NAV,1938633.0
ALPHA,2021-01-24,Jobs Capital,Estimated NAV,4885076.0
ALPHA,2021-01-24,Overwatch LLC,Estimated NAV,14230899.627362
ALPHA,2021-01-24,Gates Invest,Estimated NAV,6247205.815998
ALPHA,2021-01-24,Bill and Melinda Foundation,Estimated NAV,6438783.0
ALPHA,2021-01-24,Overwatch LLC,Estimated NAV,14396280.0
ALPHA,2021-04-29,Gibraltar Investments,Estimated NAV,11223241.0
ALPHA,2021-04-29,Sapir LLC,Estimated NAV,2001827.300166
ALPHA,2021-04-29,Stowy Family,Estimated NAV,12993810.0
ALPHA,2021-04-29,Gates Capital,Estimated NAV,3837437.893098
ALPHA,2021-04-29,Gates Invest,Estimated NAV,6525812.462274
ALPHA,2021-04-29,Oak Family,Estimated NAV,6692029.0
ALPHA,2021-04-29,Third Gen Partners,Estimated NAV,1149063.0
ALPHA,2021-04-29,MSD,Estimated NAV,1286373.0
ALPHA,2021-04-29,Overwatch LLC,Estimated NAV,14865555.077406
ALPHA,2021-04-29,Gates Invest,Estimated NAV,6525812.0
ALPHA,2021-04-29,Third Gen Partners,Estimated NAV,1149063.323922
ALPHA,2021-04-29,Bill and Melinda Foundation,Estimated NAV,6648670.0
ALPHA,2021-04-29,Overwatch LLC,Estimated NAV,14865555.0
ALPHA,2021-04-29,Gibraltar Investments,Estimated NAV,11223241.144974
ALPHA,2021-04-29,Jobs Capital,Estimated NAV,5044315.723884
ALPHA,2021-04-29,Oak Family,Estimated NAV,6692029.169508
ALPHA,2021-04-29,Gates Capital,Estimated NAV,3837438.0
ALPHA,2021-04-29,Bill and Melinda Foundation,Estimated NAV,6648668.28936
ALPHA,2021-04-29,MSD,Estimated NAV,1286372.777724
ALPHA,2021-04-29,Sapir LLC,Estimated NAV,2001827.0
ALPHA,2021-04-29,Stowy Family,Estimated NAV,12993810.417684
ALPHA,2021-04-29,Jobs Capital,Estimated NAV,5044316.0
ALPHA,2021-05-24,Stowy Family,Distribution,-814073.0
ALPHA,2021-05-24,Jobs Capital,Estimated NAV,4728285.195484
ALPHA,2021-05-24,Gibraltar Investments,Distribution,-703145.0
ALPHA,2021-05-24,MSD,Estimated NAV,1205780.465324
ALPHA,2021-05-24,Stowy Family,Estimated NAV,12179737.509284
ALPHA,2021-05-24,Bill and Melinda Foundation,Estimated NAV,6232123.75336
ALPHA,2021-05-24,Gates Invest,Distribution,-408848.0
ALPHA,2021-05-24,Oak Family,Distribution,-419261.0
ALPHA,2021-05-24,Gates Capital,Estimated NAV,3597019.253298
ALPHA,2021-05-24,Overwatch LLC,Estimated NAV,13934215.826806
ALPHA,2021-05-24,Oak family,Estimated NAV,6272768.038708
ALPHA,2021-05-24,Gibraltar Investments,Estimated NAV,10520095.857574
ALPHA,2021-05-24,Gates capital,Distribution,-240419.0
ALPHA,2021-05-24,Third Gen Partners,Estimated NAV,1077073.561722
ALPHA,2021-05-24,Bill and Melinda Foundation,Distribution,-416545.0
ALPHA,2021-05-24,Gates Invest,Estimated NAV,6116964.944874
ALPHA,2021-05-24,Overwatch LLC,Distribution,-931338.0
ALPHA,2021-05-24,Sapir LLC,Distribution,-125416.0
ALPHA,2021-05-24,MSD,Distribution,-80592.0
ALPHA,2021-05-24,Third Gen Partners,Distribution,-71990.0
ALPHA,2021-05-24,Jobs Capital,Distribution,-316031.0
ALPHA,2021-05-24,Sapir LLC,Estimated NAV,1876411.173566
ALPHA,2021-07-13,Overwatch LLC,Estimated NAV,14488193.974001
ALPHA,2021-07-13,Third Gen Partners,Estimated NAV,1119894.429687
ALPHA,2021-07-13,Bill and Melinda Foundation,Capital Call,247769.0
ALPHA,2021-07-13,Jobs Capital,Estimated NAV,4916266.112714
ALPHA,2021-07-13,Bill and Melinda Foundation,Estimated NAV,6479892.29756
ALPHA,2021-07-13,Gates Capital,Capital Call,143006.0
ALPHA,2021-07-13,Gates Invest,Capital Call,243190.0
ALPHA,2021-07-13,Jobs Capital,Capital Call,187981.0
ALPHA,2021-07-13,MSD,Capital Call,47938.0
ALPHA,2021-07-13,Gates Capital,Estimated NAV,3740024.793483
ALPHA,2021-07-13,MSD,Estimated NAV,1253718.292354
ALPHA,2021-07-13,Gibraltar Investments,Capital Call,418244.0
ALPHA,2021-07-13,Third Gen Partners,Capital Call,42821.0
ALPHA,2021-07-13,Gibraltar Investments,Estimated NAV,10938339.932729
ALPHA,2021-07-13,Gates Invest,Estimated NAV,6360155.157279
ALPHA,2021-07-13,Oak Family,Capital Call,249384.0
ALPHA,2021-07-13,Stowy Family,Estimated NAV,12663963.425014
ALPHA,2021-07-13,Overwatch LLC,Capital Call,553977.0
ALPHA,2021-07-13,Stowy Family,Capital Call,484226.0
ALPHA,2021-07-13,Sapir LLC,Capital Call,74600.0
ALPHA,2021-07-13,Sapir LLC,Estimated NAV,1951011.050461
ALPHA,2021-07-13,Oak Family,Estimated NAV,6522152.464718
ALPHA,2021-07-26,Stowy Family,Capital Call,71934.0
ALPHA,2021-07-26,Overwatch LLC,Capital Call,82296.0
ALPHA,2021-07-26,Oak Family,Estimated NAV,6559199.459722
ALPHA,2021-07-26,Oak Family,Capital Call,37047.0
ALPHA,2021-07-26,Gates Invest,Estimated NAV,6396281.978541
ALPHA,2021-07-26,Jobs Capital,Estimated NAV,4944191.385406
ALPHA,2021-07-26,Gibraltar Investments,Estimated NAV,11000471.664091
ALPHA,2021-07-26,Third Gen Partners,Capital Call,6361.0
ALPHA,2021-07-26,Gates Invest,Capital Call,36127.0
ALPHA,2021-07-26,Gates Capital,Estimated NAV,3761268.804657
ALPHA,2021-07-26,Bill and Melinda Foundation,Capital Call,36807.0
ALPHA,2021-07-26,Gates Capital,Capital Call,21244.0
ALPHA,2021-07-26,Sapir LLC,Capital Call,11082.0
ALPHA,2021-07-26,MSD,Estimated NAV,1260839.636966
ALPHA,2021-07-26,Jobs Capital,Capital Call,27925.0
ALPHA,2021-07-26,MSD,Capital Call,7121.0
ALPHA,2021-07-26,Stowy Family,Estimated NAV,12735897.007106
ALPHA,2021-07-26,Bill and Melinda Foundation,Estimated NAV,6516699.24724
ALPHA,2021-07-26,Overwatch LLC,Estimated NAV,14570489.512579
ALPHA,2021-07-26,Sapir LLC,Estimated NAV ,1962093.142919
ALPHA,2021-07-26,Third Gen Partners,Estimated NAV,1126255.630773
ALPHA,2021-07-26,Gibraltar Investments,Capital Call,62132.0
ALPHA,2021-08-01,MSD,Estimated NAV,1290222.0
ALPHA,2021-08-01,Sapir LLC,Estimated NAV,2007817.0
ALPHA,2021-08-01,Stowy Family,Estimated NAV,13032687.0
ALPHA,2021-08-01,Oak Family,Estimated NAV,6712051.0
ALPHA,2021-08-01,Stowy Family,Estimated NAV,12774774.053538
ALPHA,2021-08-01,Gibraltar Investments,Estimated NAV,11256821.0
ALPHA,2021-08-01,Gates Invest,Estimated NAV,6415806.991293
ALPHA,2021-08-01,Sapir LLC,Estimated NAV,1968082.543287
ALPHA,2021-08-01,Gates Invest,Estimated NAV,6545337.0
ALPHA,2021-08-01,Gates Capital,Estimated NAV,3848919.0
ALPHA,2021-08-01,Third Gen Partners,Estimated NAV,1152501.0
ALPHA,2021-08-01,Bill and Melinda Foundation,Estimated NAV,6536591.84052
ALPHA,2021-08-01,Gates Capital,Estimated NAV,3772750.290561
ALPHA,2021-08-01,Jobs Capital,Estimated NAV,4959283.809438
ALPHA,2021-08-01,MSD,Estimated NAV,1264688.421318
ALPHA,2021-08-01,Oak Family,Estimated NAV,6579221.787306
ALPHA,2021-08-01,Bill and Melinda Foundation,Estimated NAV,6668561.0
ALPHA,2021-08-01,Third Gen Partners,Estimated NAV,1129693.589829
ALPHA,2021-08-01,Jobs Capital,Estimated NAV,5059408.0
ALPHA,2021-08-01,Gibraltar Investments,Estimated NAV,11034051.226443
ALPHA,2021-08-01,Overwatch LLC,Estimated NAV,14614966.756467
ALPHA,2021-08-01,Overwatch LLC,Estimated NAV,14910033.0
ALPHA,2021-09-01,Third Gen Partners,Estimated NAV,1184779.188006
ALPHA,2021-09-01,Overwatch LLC,Estimated NAV,15327615.029738
ALPHA,2021-09-01,Bill and Melinda Foundation,Estimated NAV,6855326.11928
ALPHA,2021-09-01,Jobs Capital,Capital Call,241822.0
ALPHA,2021-09-01,Jobs Capital,Estimated NAV,5201106.120932
ALPHA,2021-09-01,Gates Invest,Estimated NAV,6728651.614902
ALPHA,2021-09-01,Oak Family,Capital Call,320813.0
ALPHA,2021-09-01,Third Gen Partners,Capital Call,55086.0
ALPHA,2021-09-01,Sapir LLC,Capital Call,95967.0
ALPHA,2021-09-01,Gates Invest,Capital Call,312845.0
ALPHA,2021-09-01,Gibraltar Investments,Capital Call,538037.0
ALPHA,2021-09-01,Gibraltar Investments,Estimated NAV,11572088.547002
ALPHA,2021-09-01,Stowy Family,Capital Call,622918.0
ALPHA,2021-09-01,MSD,Estimated NAV,1326356.575252
ALPHA,2021-09-01,MSD,Capital Call,61668.0
ALPHA,2021-09-01,Gates Capital,Capital Call,183965.0
ALPHA,2021-09-01,Stowy Family,Estimated NAV,13397691.698332
ALPHA,2021-09-01,Bill and Melinda Foundation,Capital Call,318734.0
ALPHA,2021-09-01,Overwatch LLC,Capital Call,712648.0
ALPHA,2021-09-01,Sapir LLC,Estimated NAV,2064049.277218
ALPHA,2021-09-01,2,Estimated NAV,3956715.401454
ALPHA,2021-09-01,Oak Family,Estimated NAV,6900034.767884
ALPHA,2021-10-28,Stowy Family,Estimated NAV,12508806.0
ALPHA,2021-10-28,Overwatch LLC,Estimated NAV,15659608.278193
ALPHA,2021-10-28,Gates Invest,Estimated NAV,6874392.938847
ALPHA,2021-10-28,Gates Capital,Estimated NAV,3694202.0
ALPHA,2021-10-28,Gates Invest,Estimated NAV,6282231.0
ALPHA,2021-10-28,Gates Capital,Estimated NAV,4042417.110219
ALPHA,2021-10-28,Overwatch LLC,Estimated NAV,14310687.0
ALPHA,2021-10-28,Oak Family,Estimated NAV,7049488.218574
ALPHA,2021-10-28,Third Gen Partners,Estimated NAV,1106174.0
ALPHA,2021-10-28,Bill and Melinda Foundation,Estimated NAV,6400501.0
ALPHA,2021-10-28,Stowy Family,Estimated NAV,13687883.171702
ALPHA,2021-10-28,MSD,Estimated NAV,1238358.0
ALPHA,2021-10-28,Jobs Capital,Estimated NAV,5313761.097802
ALPHA,2021-10-28,Gibraltar Investments,Estimated NAV,11822737.800697
ALPHA,2021-10-28,MSD,Estimated NAV,1355085.208322
ALPHA,2021-10-28,Sapir LLC,Estimated NAV,2108756.194973
ALPHA,2021-10-28,Oak Family,Estimated NAV,6442244.0
ALPHA,2021-10-28,Gibraltar Investments,Estimated NAV,10804325.0
ALPHA,2021-10-28,Bill and Melinda Foundation,Estimated NAV,7003811.18908
ALPHA,2021-10-28,Jobs Capital,Estimated NAV,4856033.0
ALPHA,2021-10-28,Third Gen Partners,Estimated NAV,1210441.281591
ALPHA,2021-10-28,Sapir LLC,Estimated NAV,1927107.0
ALPHA,2021-12-22,Oak Family,Distribution,-86692.0
ALPHA,2021-12-22,Gibraltar Investments,Distribution,-145391.0
ALPHA,2021-12-22,MSD,Distribution,-16664.0
ALPHA,2021-12-22,Gates Capital,Distribution,-49712.0
ALPHA,2021-12-22,Gates Invest,Distribution,-84538.0
ALPHA,2021-12-22,Bill and Melinda Foundation,Estimated NAV,6917681.15708
ALPHA,2021-12-22,Third Gen Partners,Distribution,-14886.0
ALPHA,2021-12-22,Gates Invest,Estimated NAV,6789854.440047
ALPHA,2021-12-22,Oak Family,Estimated NAV,6962796.468974
ALPHA,2021-12-22,Jobs Capital,Estimated NAV,5248414.617002
ALPHA,2021-12-22,Sapir LLC,Estimated NAV,2082823.565773
ALPHA,2021-12-22,Sapir LLC,Distribution,-25933.0
ALPHA,2021-12-22,Gibraltar Investments,Estimated NAV,11677346.561897
ALPHA,2021-12-22,Overwatch LLC,Distribution,-192576.0
ALPHA,2021-12-22,Bill and Melinda Foundation,Distribution,-86130.0
ALPHA,2021-12-22,Stowy Family,Estimated NAV,13519555.130902
ALPHA,2021-12-22,Gates Capital,Estimated NAV,3992705.102619
ALPHA,2021-12-22,Jobs Capital,Distribution,-65346.0
ALPHA,2021-12-22,Third Gen Partners,Estimated NAV,1195555.765191
ALPHA,2021-12-22,Stowy Family,Distribution,-168328.0
ALPHA,2021-12-22,Overwatch LLC,Estimated NAV,15467032.760993
ALPHA,2021-12-22,MSD,Estimated NAV,1338420.919522
ALPHA,2022-01-30,MSD,Estimated NAV,1364363.465798
ALPHA,2022-01-30,Oak Family,Estimated NAV,7184448.0
ALPHA,2022-01-30,Oak Family,Estimated NAV,7097756.007466
ALPHA,2022-01-30,Gates capital,Estimated NAV,4119808.0
ALPHA,2022-01-30,Stowy Family,Estimated NAV,13949932.0
ALPHA,2022-01-30,Third Gen Partners,Estimated NAV,1233615.0
ALPHA,2022-01-30,Sapir LLC,Estimated NAV,2123194.831607
ALPHA,2022-01-30,Sapir LLC,Estimated NAV,2149127.0
ALPHA,2022-01-30,Overwatch LLC,Estimated NAV,15766829.489587
ALPHA,2022-01-30,Gibraltar Investments,Estimated NAV,12049079.0
ALPHA,2022-01-30,Overwatch LLC,Estimated NAV,15959405.0
ALPHA,2022-01-30,Jobs Capital,Estimated NAV,5350144.377118
ALPHA,2022-01-30,MSD,Estimated NAV,1381028.0
ALPHA,2022-01-30,Bill and Melinda Foundation,Estimated NAV,7137896.0
ALPHA,2022-01-30,Third Gen Partners,Estimated NAV,1218729.163269
ALPHA,2022-01-30,Gates Capital,Estimated NAV,4070095.507521
ALPHA,2022-01-30,Gates Invest,Estimated NAV,6921461.851773
ALPHA,2022-01-30,Gates Invest,Estimated NAV,7006000.0
ALPHA,2022-01-30,Gibraltar Investments,Estimated NAV,11903687.990923
ALPHA,2022-01-30,Jobs Capital,Estimated NAV,5415491.0
ALPHA,2022-01-30,Stowy Family,Estimated NAV,13781603.997218
ALPHA,2022-01-30,Bill and Melinda Foundation,Estimated NAV,7051766.22772
ALPHA,2022-05-01,Third Gen Partners,Estimated NAV,1249637.12064
ALPHA,2022-05-01,Overwatch LLC,Estimated NAV,16166689.03872
ALPHA,2022-05-01,Third Gen Partners,Estimated NAV,1249637.0
ALPHA,2022-05-01,Gates Capital,Estimated NAV,4173316.42176
ALPHA,2022-05-01,Gates Capital,Estimated NAV,4173316.0
ALPHA,2022-05-01,Overwatch LLC,Estimated NAV,16166689.0
ALPHA,2022-05-01,Gates Invest,Estimated NAV,7096996.0
ALPHA,2022-05-01,Jobs Capital,Estimated NAV,5485828.0
ALPHA,2022-05-01,MSD,Estimated NAV,1398965.0
ALPHA,2022-05-01,Oak Family,Estimated NAV,7277761.0
ALPHA,2022-05-01,Gibraltar Investments,Estimated NAV,12205575.0
ALPHA,2022-05-01,Bill and Melinda Foundation,Estimated NAV,7230604.7232
ALPHA,2022-05-01,Stowy Family,Estimated NAV,14131117.0
ALPHA,2022-05-01,Bill and Melinda Foundation,Estimated NAV,7230605.0
ALPHA,2022-05-01,Gates Invest,Estimated NAV,7096995.72288
ALPHA,2022-05-01,Gibraltar Investments,Estimated NAV,12205575.14688
ALPHA,2022-05-01,Sapir LLC,Estimated NAV,2177041.0
ALPHA,2022-05-01,MSD,Estimated NAV,1398964.82688
ALPHA,2022-05-01,Sapir LLC,Estimated NAV,2177040.76992
ALPHA,2022-05-01,Stowy Family,Estimated NAV,14131116.62208
ALPHA,2022-05-01,Oak Family,Estimated NAV,7277760.84096
ALPHA,2022-05-01,Jobs Capital,Estimated NAV,5485828.36608
ALPHA,2022-05-22,Gibraltar Investments,Distribution,-174656.0
ALPHA,2022-05-22,Jobs Capital,Estimated NAV,5407328.70348
ALPHA,2022-05-22,Gates Invest,Distribution,-101555.0
ALPHA,2022-05-22,Bill and Melinda Foundation,Distribution,-103467.0
ALPHA,2022-05-22,Jobs Capital,Distribution,-78500.0
ALPHA,2022-05-22,Gates Capital,Distribution,-59718.0
ALPHA,2022-05-22,Oak Family,Estimated NAV,7173619.45476
ALPHA,2022-05-22,Sapir LLC,Distribution,-31152.0
ALPHA,2022-05-22,Oak Family,Distribution,-104141.0
ALPHA,2022-05-22,Gates Capital,Estimated NAV,4113598.19706
ALPHA,2022-05-22,Third Gen Partners,Distribution,-17882.0
ALPHA,2022-05-22,Overwatch LLC,Distribution,-231337.0
ALPHA,2022-05-22,MSD,Estimated NAV,1378946.28828
ALPHA,2022-05-22,MSD,Distribution,-20019.0
ALPHA,2022-05-22,Gates Invest,Estimated NAV,6995441.00178
ALPHA,2022-05-22,Bill and Melinda Foundation,Estimated NAV,7127138.1192
ALPHA,2022-05-22,Gibraltar Investments,Estimated NAV,12030919.02078
ALPHA,2022-05-22,Stowy Family,Estimated NAV,13928906.88948
ALPHA,2022-05-22,Overwatch LLC,Estimated NAV,15935351.20782
ALPHA,2022-05-22,Stowy Family,Distribution,-202210.0
ALPHA,2022-05-22,Third Gen Partners,Estimated NAV,1231755.39234
ALPHA,2022-05-22,Sapir LLC,Estimated NAV,2145888.32502
ATHENA I,2019-01-01,Gibraltar Investments,Commitment,7164450.000000001
ATHENA I,2019-01-01,Stowy Family,Commitment,8270100.000000001
ATHENA I,2019-01-01,Overwatch LLC,Commitment,8962650.0
ATHENA I,2019-01-01,Third Gen Partners,Commitment,805950.0
ATHENA I,2019-01-01,Bill and Melinda Foundation,Commitment,4228200.0
ATHENA I,2019-01-01,Jobs Capital,Commitment,2417850.0
ATHENA I,2019-01-01,Gates Invest,Commitment,6386850.0
ATHENA I,2019-01-01,Gates Capital,Commitment,2263950.0
ATHENA I,2019-03-20,Overwatch LLC,Capital Call,527072.13
ATHENA I,2019-03-20,Gates Capital,Capital Call,133137.54
ATHENA I,2019-03-20,Stowy Family,Estimated NAV,486344.84302800003
ATHENA I,2019-03-20,Overwatch LLC,Other Fees,123236.37000000001
ATHENA I,2019-03-20,Gibraltar Investments,Estimated NAV,421324.205346
ATHENA I,2019-03-20,Overwatch LLC,Estimated NAV,527072.055642
ATHENA I,2019-03-20,Gates Capital,Estimated NAV,133137.496206
ATHENA I,2019-03-20,Stowy Family,Other Fees,113713.74
ATHENA I,2019-03-20,Jobs Capital,Other Fees,33245.37
ATHENA I,2019-03-20,Gibraltar Investments,Other Fees,98511.12000000001
